20,2233.33
20.05,2133.33
20.1,2113.33
20.15,2186.67
20.2,2026.67
20.25,2440
20.3,2146.67
20.35,2160
20.4,2260
20.45,2120
20.5,2113.33
20.55,2106.67
20.6,1893.33
20.65,2173.33
20.7,2166.67
20.75,2100
20.8,2153.33
20.85,2093.33
20.9,1973.33
20.95,2153.33
21,2333.33
21.05,1980
21.1,2273.33
21.15,2006.67
21.2,2053.33
21.25,2120
21.3,1893.33
21.35,2320
21.4,2706.67
21.45,3280
21.5,3760
21.55,4366.67
21.6,4273.33
21.65,3020
21.7,2700
21.75,2100
21.8,2166.67
21.85,2093.33
21.9,2126.67
21.95,2053.33
22,2386.67
22.05,1980
22.1,2086.67
22.15,1900
22.2,2033.33
22.25,1866.67
22.3,1980
22.35,1800
22.4,1753.33
22.45,1860
22.5,1706.67
22.55,1780
22.6,1833.33
22.65,1593.33
22.7,1720
22.75,1613.33
22.8,1546.67
22.85,1953.33
22.9,1726.67
22.95,1660
23,1646.67
23.05,1673.33
23.1,1866.67
23.15,1800
23.2,1826.67
23.25,1613.33
23.3,1440
23.35,1346.67
23.4,1553.33
23.45,1686.67
23.5,1633.33
23.55,1533.33
23.6,1433.33
23.65,1780
23.7,1700
23.75,1686.67
23.8,1833.33
23.85,1973.33
23.9,2213.33
23.95,2180
24,1980
24.05,1880
24.1,1626.67
24.15,1520
24.2,1513.33
24.25,1560
24.3,1446.67
24.35,1580
24.4,1473.33
24.45,1653.33
24.5,1513.33
24.55,1593.33
24.6,1413.33
24.65,1420
24.7,1320
24.75,1340
24.8,1566.67
24.85,1553.33
24.9,1326.67
24.95,1240
25,1306.67
25.05,1286.67
25.1,1253.33
25.15,1133.33
25.2,1060
25.25,1320
25.3,1253.33
25.35,1186.67
25.4,1206.67
25.45,1266.67
25.5,1080
25.55,1260
25.6,1173.33
25.65,1140
25.7,1200
25.75,1146.67
25.8,1266.67
25.85,1126.67
25.9,1380
25.95,1060
26,1086.67
26.05,1320
26.1,1133.33
26.15,1226.67
26.2,926.667
26.25,1180
26.3,1126.67
26.35,1160
26.4,1113.33
26.45,1120
26.5,980
26.55,1226.67
26.6,1286.67
26.65,1440
26.7,1473.33
26.75,1780
26.8,1500
26.85,1333.33
26.9,1200
26.95,1173.33
27,973.333
27.05,1013.33
27.1,860
27.15,946.667
27.2,1146.67
27.25,906.667
27.3,1173.33
27.35,1040
27.4,1033.33
27.45,1106.67
27.5,1080
27.55,1106.67
27.6,1100
27.65,1213.33
27.7,1040
27.75,1173.33
27.8,1133.33
27.85,1160
27.9,1106.67
27.95,1226.67
28,1160
28.05,1246.67
28.1,1053.33
28.15,1140
28.2,1006.67
28.25,873.333
28.3,900
28.35,900
28.4,880
28.45,933.333
28.5,853.333
28.55,980
28.6,880
28.65,966.667
28.7,966.667
28.75,913.333
28.8,813.333
28.85,740
28.9,926.667
28.95,846.667
29,800
29.05,1000
29.1,846.667
29.15,813.333
29.2,786.667
29.25,826.667
29.3,720
29.35,846.667
29.4,926.667
29.45,773.333
29.5,866.667
29.55,793.333
29.6,940
29.65,820
29.7,793.333
29.75,666.667
29.8,726.667
29.85,726.667
29.9,900
29.95,866.667
30,820
30.05,846.667
30.1,913.333
30.15,806.667
30.2,886.667
30.25,640
30.3,900
30.35,766.667
30.4,740
30.45,766.667
30.5,720
30.55,733.333
30.6,706.667
30.65,806.667
30.7,760
30.75,706.667
30.8,653.333
30.85,680
30.9,693.333
30.95,760
31,646.667
31.05,726.667
31.1,693.333
31.15,646.667
31.2,720
31.25,693.333
31.3,733.333
31.35,740
31.4,740
31.45,606.667
31.5,746.667
31.55,813.333
31.6,773.333
31.65,826.667
31.7,693.333
31.75,646.667
31.8,600
31.85,640
31.9,680
31.95,753.333
32,640
32.05,600
32.1,620
32.15,593.333
32.2,786.667
32.25,560
32.3,740
32.35,586.667
32.4,680
32.45,613.333
32.5,633.333
32.55,673.333
32.6,593.333
32.65,533.333
32.7,540
32.75,660
32.8,660
32.85,640
32.9,500
32.95,520
33,580
33.05,606.667
33.1,640
33.15,673.333
33.2,626.667
33.25,573.333
33.3,540
33.35,580
33.4,660
33.45,506.667
33.5,553.333
33.55,546.667
33.6,586.667
33.65,546.667
33.7,533.333
33.75,546.667
33.8,560
33.85,526.667
33.9,506.667
33.95,566.667
34,653.333
34.05,520
34.1,613.333
34.15,533.333
34.2,526.667
34.25,566.667
34.3,560
34.35,453.333
34.4,466.667
34.45,593.333
34.5,566.667
34.55,593.333
34.6,553.333
34.65,533.333
34.7,493.333
34.75,506.667
34.8,580
34.85,520
34.9,633.333
34.95,606.667
35,593.333
35.05,686.667
35.1,720
35.15,740
35.2,640
35.25,720
35.3,666.667
35.35,786.667
35.4,693.333
35.45,886.667
35.5,853.333
35.55,773.333
35.6,773.333
35.65,766.667
35.7,713.333
35.75,780
35.8,740
35.85,760
35.9,466.667
35.95,606.667
36,460
36.05,540
36.1,600
36.15,453.333
36.2,540
36.25,620
36.3,520
36.35,646.667
36.4,513.333
36.45,486.667
36.5,480
36.55,640
36.6,466.667
36.65,513.333
36.7,553.333
36.75,480
36.8,413.333
36.85,460
36.9,473.333
36.95,513.333
37,480
37.05,486.667
37.1,600
37.15,446.667
37.2,506.667
37.25,520
37.3,593.333
37.35,420
37.4,460
37.45,380
37.5,480
37.55,553.333
37.6,433.333
37.65,413.333
37.7,500
37.75,553.333
37.8,466.667
37.85,600
37.9,540
37.95,606.667
38,593.333
38.05,620
38.1,673.333
38.15,606.667
38.2,786.667
38.25,806.667
38.3,973.333
38.35,1073.33
38.4,1693.33
38.45,2266.67
38.5,4086.67
38.55,4700
38.6,4733.33
38.65,4020
38.7,3433.33
38.75,2620
38.8,1773.33
38.85,1520
38.9,1320
38.95,1020
39,1013.33
39.05,913.333
39.1,780
39.15,840
39.2,693.333
39.25,653.333
39.3,766.667
39.35,840
39.4,880
39.45,833.333
39.5,706.667
39.55,680
39.6,626.667
39.65,720
39.7,706.667
39.75,666.667
39.8,560
39.85,633.333
39.9,600
39.95,733.333
40,800
40.05,733.333
40.1,933.333
40.15,986.667
40.2,1306.67
40.25,1380
40.3,1453.33
40.35,1733.33
40.4,2113.33
40.45,2486.67
40.5,2566.67
40.55,2500
40.6,2273.33
40.65,2033.33
40.7,1606.67
40.75,1440
40.8,1193.33
40.85,1120
40.9,966.667
40.95,893.333
41,720
41.05,686.667
41.1,540
41.15,620
41.2,613.333
41.25,480
41.3,533.333
41.35,473.333
41.4,520
41.45,486.667
41.5,506.667
41.55,433.333
41.6,453.333
41.65,553.333
41.7,466.667
41.75,406.667
41.8,386.667
41.85,373.333
41.9,406.667
41.95,420
42,493.333
42.05,426.667
42.1,393.333
42.15,480
42.2,433.333
42.25,460
42.3,453.333
42.35,480
42.4,413.333
42.45,440
42.5,353.333
42.55,420
42.6,406.667
42.65,300
42.7,413.333
42.75,413.333
42.8,400
42.85,353.333
42.9,300
42.95,446.667
43,360
43.05,393.333
43.1,373.333
43.15,280
43.2,380
43.25,406.667
43.3,280
43.35,346.667
43.4,433.333
43.45,373.333
43.5,460
43.55,346.667
43.6,413.333
43.65,366.667
43.7,366.667
43.75,353.333
43.8,333.333
43.85,346.667
43.9,326.667
43.95,273.333
44,400
44.05,406.667
44.1,313.333
44.15,360
44.2,413.333
44.25,360
44.3,346.667
44.35,373.333
44.4,386.667
44.45,320
44.5,513.333
44.55,600
44.6,760
44.65,1040
44.7,1786.67
44.75,2433.33
44.8,2880
44.85,2300
44.9,2100
44.95,1140
45,920
45.05,680
45.1,473.333
45.15,446.667
45.2,326.667
45.25,360
45.3,346.667
45.35,340
45.4,286.667
45.45,280
45.5,253.333
45.55,313.333
45.6,353.333
45.65,253.333
45.7,233.333
45.75,313.333
45.8,306.667
45.85,393.333
45.9,293.333
45.95,313.333
46,220
46.05,260
46.1,266.667
46.15,246.667
46.2,233.333
46.25,353.333
46.3,226.667
46.35,240
46.4,246.667
46.45,266.667
46.5,333.333
46.55,313.333
46.6,253.333
46.65,333.333
46.7,340
46.75,273.333
46.8,400
46.85,353.333
46.9,273.333
46.95,380
47,320
47.05,240
47.1,326.667
47.15,253.333
47.2,313.333
47.25,346.667
47.3,293.333
47.35,313.333
47.4,333.333
47.45,333.333
47.5,333.333
47.55,286.667
47.6,213.333
47.65,266.667
47.7,233.333
47.75,373.333
47.8,280
47.85,226.667
47.9,206.667
47.95,206.667
48,246.667
48.05,240
48.1,240
48.15,220
48.2,246.667
48.25,266.667
48.3,293.333
48.35,246.667
48.4,200
48.45,206.667
48.5,220
48.55,306.667
48.6,226.667
48.65,220
48.7,240
48.75,266.667
48.8,246.667
48.85,266.667
48.9,246.667
48.95,253.333
49,266.667
49.05,206.667
49.1,220
49.15,240
49.2,260
49.25,193.333
49.3,206.667
49.35,260
49.4,173.333
49.45,200
49.5,206.667
49.55,220
49.6,273.333
49.65,193.333
49.7,280
49.75,206.667
49.8,280
49.85,260
49.9,253.333
49.95,266.667
50,226.667
50.05,206.667
50.1,260
50.15,313.333
50.2,333.333
50.25,206.667
50.3,280
50.35,213.333
50.4,286.667
50.45,266.667
50.5,286.667
50.55,160
50.6,253.333
50.65,220
50.7,206.667
50.75,226.667
50.8,226.667
50.85,273.333
50.9,213.333
50.95,226.667
51,266.667
51.05,206.667
51.1,246.667
51.15,253.333
51.2,193.333
51.25,240
51.3,173.333
51.35,280
51.4,226.667
51.45,233.333
51.5,200
51.55,200
51.6,213.333
51.65,233.333
51.7,193.333
51.75,193.333
51.8,253.333
51.85,186.667
51.9,246.667
51.95,173.333
52,273.333
52.05,233.333
52.1,206.667
52.15,293.333
52.2,220
52.25,260
52.3,166.667
52.35,153.333
52.4,273.333
52.45,233.333
52.5,273.333
52.55,233.333
52.6,273.333
52.65,226.667
52.7,240
52.75,300
52.8,340
52.85,286.667
52.9,306.667
52.95,353.333
53,320
53.05,413.333
53.1,353.333
53.15,460
53.2,433.333
53.25,493.333
53.3,540
53.35,433.333
53.4,526.667
53.45,533.333
53.5,480
53.55,553.333
53.6,453.333
53.65,400
53.7,413.333
53.75,360
53.8,333.333
53.85,326.667
53.9,280
53.95,173.333
54,206.667
54.05,273.333
54.1,173.333
54.15,280
54.2,213.333
54.25,293.333
54.3,186.667
54.35,226.667
54.4,180
54.45,220
54.5,246.667
54.55,200
54.6,160
54.65,233.333
54.7,253.333
54.75,153.333
54.8,253.333
54.85,213.333
54.9,206.667
54.95,233.333
55,226.667
55.05,180
55.1,246.667
55.15,280
55.2,193.333
55.25,200
55.3,200
55.35,280
55.4,206.667
55.45,246.667
55.5,206.667
55.55,213.333
55.6,206.667
55.65,146.667
55.7,160
55.75,160
55.8,180
55.85,220
55.9,246.667
55.95,206.667
56,220
56.05,140
56.1,166.667
56.15,126.667
56.2,260
56.25,200
56.3,186.667
56.35,213.333
56.4,233.333
56.45,273.333
56.5,160
56.55,233.333
56.6,206.667
56.65,260
56.7,220
56.75,220
56.8,233.333
56.85,220
56.9,266.667
56.95,186.667
57,193.333
57.05,200
57.1,213.333
57.15,360
57.2,213.333
57.25,146.667
57.3,200
57.35,260
57.4,186.667
57.45,213.333
57.5,186.667
57.55,200
57.6,226.667
57.65,213.333
57.7,166.667
57.75,233.333
57.8,180
57.85,260
57.9,140
57.95,166.667
58,200
58.05,153.333
58.1,153.333
58.15,180
58.2,140
58.25,173.333
58.3,180
58.35,160
58.4,140
58.45,200
58.5,266.667
58.55,153.333
58.6,206.667
58.65,160
58.7,226.667
58.75,153.333
58.8,166.667
58.85,146.667
58.9,173.333
58.95,200
59,193.333
59.05,166.667
59.1,213.333
59.15,146.667
59.2,206.667
59.25,260
59.3,200
59.35,180
59.4,186.667
59.45,120
59.5,180
59.55,186.667
59.6,220
59.65,166.667
59.7,153.333
59.75,160
59.8,140
59.85,226.667
59.9,200
59.95,200
60,260
60.05,233.333
60.1,300
60.15,233.333
60.2,253.333
60.25,273.333
60.3,220
60.35,233.333
60.4,220
60.45,153.333
60.5,173.333
60.55,166.667
60.6,200
60.65,193.333
60.7,153.333
60.75,173.333
60.8,166.667
60.85,126.667
60.9,140
60.95,160
61,173.333
61.05,160
61.1,146.667
61.15,153.333
61.2,166.667
61.25,160
61.3,100
61.35,206.667
61.4,166.667
61.45,153.333
61.5,126.667
61.55,200
61.6,186.667
61.65,160
61.7,186.667
61.75,193.333
61.8,266.667
61.85,260
61.9,186.667
61.95,233.333
62,213.333
62.05,213.333
62.1,160
62.15,200
62.2,226.667
62.25,166.667
62.3,180
62.35,206.667
62.4,206.667
62.45,186.667
62.5,166.667
62.55,213.333
62.6,193.333
62.65,240
62.7,146.667
62.75,200
62.8,233.333
62.85,220
62.9,280
62.95,280
63,273.333
63.05,260
63.1,313.333
63.15,300
63.2,353.333
63.25,433.333
63.3,393.333
63.35,420
63.4,460
63.45,506.667
63.5,453.333
63.55,593.333
63.6,446.667
63.65,553.333
63.7,453.333
63.75,473.333
63.8,380
63.85,373.333
63.9,300
63.95,300
64,253.333
64.05,273.333
64.1,220
64.15,260
64.2,193.333
64.25,153.333
64.3,246.667
64.35,233.333
64.4,160
64.45,260
64.5,186.667
64.55,193.333
64.6,240
64.65,273.333
64.7,266.667
64.75,220
64.8,273.333
64.85,346.667
64.9,286.667
64.95,313.333
65,513.333
65.05,693.333
65.1,953.333
65.15,926.667
65.2,866.667
65.25,820
65.3,693.333
65.35,620
65.4,373.333
65.45,360
65.5,273.333
65.55,266.667
65.6,220
65.65,240
65.7,253.333
65.75,226.667
65.8,320
65.85,206.667
65.9,220
65.95,186.667
66,120
66.05,160
66.1,146.667
66.15,193.333
66.2,213.333
66.25,220
66.3,206.667
66.35,240
66.4,213.333
66.45,180
66.5,140
66.55,206.667
66.6,193.333
66.65,173.333
66.7,200
66.75,200
66.8,220
66.85,146.667
66.9,193.333
66.95,193.333
67,186.667
67.05,200
67.1,240
67.15,133.333
67.2,160
67.25,80
67.3,220
67.35,166.667
67.4,153.333
67.45,113.333
67.5,146.667
67.55,200
67.6,173.333
67.65,166.667
67.7,120
67.75,140
67.8,200
67.85,186.667
67.9,200
67.95,180
68,186.667
68.05,180
68.1,146.667
68.15,140
68.2,220
68.25,180
68.3,160
68.35,173.333
68.4,186.667
68.45,200
68.5,186.667
68.55,166.667
68.6,126.667
68.65,133.333
68.7,240
68.75,100
68.8,206.667
68.85,140
68.9,193.333
68.95,193.333
69,240
69.05,213.333
69.1,180
69.15,180
69.2,193.333
69.25,180
69.3,193.333
69.35,220
69.4,213.333
69.45,233.333
69.5,253.333
69.55,186.667
69.6,140
69.65,206.667
69.7,226.667
69.75,213.333
69.8,220
69.85,180
69.9,193.333
69.95,213.333
70,226.667
70.05,173.333
70.1,213.333
70.15,280
70.2,193.333
70.25,200
70.3,260
70.35,253.333
70.4,293.333
70.45,233.333
70.5,260
70.55,286.667
70.6,326.667
70.65,406.667
70.7,380
70.75,460
70.8,440
70.85,600
70.9,486.667
70.95,593.333
71,573.333
71.05,640
71.1,613.333
71.15,633.333
71.2,693.333
71.25,526.667
71.3,593.333
71.35,440
71.4,480
71.45,346.667
71.5,326.667
71.55,373.333
71.6,300
71.65,246.667
71.7,280
71.75,226.667
71.8,266.667
71.85,286.667
71.9,286.667
71.95,226.667
72,226.667
72.05,266.667
72.1,253.333
72.15,153.333
72.2,206.667
72.25,180
72.3,260
72.35,220
72.4,213.333
72.45,220
72.5,186.667
72.55,173.333
72.6,166.667
72.65,173.333
72.7,186.667
72.75,133.333
72.8,106.667
72.85,213.333
72.9,173.333
72.95,240
73,153.333
73.05,140
73.1,206.667
73.15,226.667
73.2,160
73.25,173.333
73.3,186.667
73.35,126.667
73.4,173.333
73.45,180
73.5,153.333
73.55,160
73.6,200
73.65,120
73.7,133.333
73.75,160
73.8,173.333
73.85,213.333
73.9,240
73.95,153.333
74,186.667
74.05,206.667
74.1,153.333
74.15,173.333
74.2,173.333
74.25,186.667
74.3,133.333
74.35,260
74.4,120
74.45,220
74.5,153.333
74.55,226.667
74.6,266.667
74.65,213.333
74.7,193.333
74.75,240
74.8,173.333
74.85,253.333
74.9,193.333
74.95,220
75,240
75.05,213.333
75.1,173.333
75.15,113.333
75.2,260
75.25,193.333
75.3,180
75.35,213.333
75.4,206.667
75.45,220
75.5,233.333
75.55,133.333
75.6,180
75.65,273.333
75.7,240
75.75,220
75.8,246.667
75.85,213.333
75.9,206.667
75.95,206.667
76,293.333
76.05,186.667
76.1,266.667
76.15,260
76.2,293.333
76.25,293.333
76.3,360
76.35,266.667
76.4,306.667
76.45,360
76.5,406.667
76.55,440
76.6,580
76.65,553.333
76.7,533.333
76.75,626.667
76.8,646.667
76.85,533.333
76.9,433.333
76.95,473.333
77,533.333
77.05,420
77.1,460
77.15,400
77.2,406.667
77.25,340
77.3,306.667
77.35,386.667
77.4,266.667
77.45,313.333
77.5,380
77.55,266.667
77.6,360
77.65,340
77.7,300
77.75,346.667
77.8,413.333
77.85,313.333
77.9,393.333
77.95,413.333
78,666.667
78.05,680
78.1,1000
78.15,1166.67
78.2,1486.67
78.25,1160
78.3,1086.67
78.35,1006.67
78.4,1053.33
78.45,1053.33
78.5,886.667
78.55,546.667
78.6,473.333
78.65,440
78.7,306.667
78.75,226.667
78.8,260
